"Subject","Language","Item","Trial","Score","RT","InferPattern","Type","Valid","Description"
9,"L2","audio/r15.wav",18,1,0.808169897,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
9,"L2","audio/r20.wav",19,0,6.403421515,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
9,"L2","audio/r16.wav",20,1,0.190152756,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
9,"L2","audio/r22.wav",21,1,5.150756795,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
9,"L2","audio/r13.wav",22,1,5.934343758,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
9,"L2","audio/r10.wav",23,1,1.342538825,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
9,"L2","audio/r8.wav",24,1,3.114368638,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
10,"L1","audio/n22.wav",1,1,3.296820137,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
10,"L1","audio/n16.wav",2,1,2.094728478,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
10,"L1","audio/n7.wav",3,1,3.113082229,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
10,"L1","audio/n24.wav",4,1,2.144194303,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
10,"L1","audio/n17.wav",5,1,3.163177612,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
10,"L1","audio/n18.wav",6,0,5.819391647,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
10,"L1","audio/n1.wav",7,0,6.370823711,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
10,"L1","audio/n8.wav",8,1,2.17784712,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
10,"L1","audio/n6.wav",9,0,7.088379368,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
10,"L1","audio/n4.wav",10,1,5.551811871,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
10,"L1","audio/n21.wav",11,1,3.38026257,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
10,"L1","audio/n10.wav",12,1,2.745751873,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
10,"L1","audio/n11.wav",13,1,3.916703022,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
10,"L1","audio/n12.wav",14,1,7.121651556,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
10,"L1","audio/n20.wav",15,0,2.545377716,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
10,"L1","audio/n15.wav",16,1,4.532933464,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
10,"L1","audio/n14.wav",17,1,4.081992848,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
10,"L1","audio/n2.wav",18,1,2.378050663,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
10,"L1","audio/n5.wav",19,1,4.766672226,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
10,"L1","audio/n9.wav",20,1,9.844042537,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
10,"L1","audio/n3.wav",21,1,3.113056012,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
10,"L1","audio/n19.wav",22,0,2.56192607,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
10,"L1","audio/n13.wav",23,1,3.831190638,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
10,"L1","audio/n23.wav",24,0,2.345305664,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
10,"L2","audio/r10.wav",1,1,2.862686279,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
10,"L2","audio/r5.wav",2,1,9.14434315,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
10,"L2","audio/r17.wav",3,1,2.610328299,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
10,"L2","audio/r12.wav",4,1,2.578597965,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
10,"L2","audio/r21.wav",5,1,2.712108881,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
10,"L2","audio/r18.wav",6,1,6.904778407,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
10,"L2","audio/r1.wav",7,1,3.41374005,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
10,"L2","audio/r9.wav",8,1,1.877265949,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
10,"L2","audio/r23.wav",9,1,1.626390339,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
10,"L2","audio/r16.wav",10,1,1.609836784,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
10,"L2","audio/r2.wav",11,1,2.929245457,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
10,"L2","audio/r15.wav",12,1,1.710105576,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
10,"L2","audio/r14.wav",13,1,3.580616308,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
10,"L2","audio/r7.wav",14,1,2.746199711,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
10,"L2","audio/r11.wav",15,1,1.543625401,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
10,"L2","audio/r4.wav",16,1,1.576288959,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
10,"L2","audio/r13.wav",17,1,4.248805282,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
10,"L2","audio/r3.wav",18,1,1.424462689,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
10,"L2","audio/r20.wav",19,1,2.912655045,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
10,"L2","audio/r8.wav",20,0,1.611455968,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
10,"L2","audio/r24.wav",21,1,1.526769267,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
10,"L2","audio/r6.wav",22,1,3.213188574,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
10,"L2","audio/r19.wav",23,1,1.526119838,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
10,"L2","audio/r22.wav",24,1,4.549956016,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
11,"L1","audio/n24.wav",1,1,2.361264621,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
11,"L1","audio/n6.wav",2,1,1.726697046,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
11,"L1","audio/n20.wav",3,1,2.512262593,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
11,"L1","audio/n12.wav",4,1,4.449950379,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
11,"L1","audio/n4.wav",5,1,3.46376006,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
11,"L1","audio/n19.wav",6,1,1.910333139,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
11,"L1","audio/n7.wav",7,1,1.776756236,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
11,"L1","audio/n5.wav",8,1,3.79791096,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
11,"L1","audio/n21.wav",9,1,2.010928088,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
11,"L1","audio/n2.wav",10,1,1.844707738,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
11,"L1","audio/n22.wav",11,1,1.659935865,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
11,"L1","audio/n11.wav",12,1,1.910518717,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
11,"L1","audio/n10.wav",13,1,1.394004375,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
11,"L1","audio/n1.wav",14,1,1.142166914,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
11,"L1","audio/n15.wav",15,1,1.609892938,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
11,"L1","audio/n16.wav",16,1,2.996093586,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
11,"L1","audio/n18.wav",17,1,1.641492852,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
11,"L1","audio/n9.wav",18,1,1.677820319,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
11,"L1","audio/n14.wav",19,1,1.760259525,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
11,"L1","audio/n3.wav",20,1,2.461652996,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
11,"L1","audio/n8.wav",21,1,1.576573096,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
11,"L1","audio/n13.wav",22,1,3.146468999,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
11,"L1","audio/n17.wav",23,1,2.060536763,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
11,"L1","audio/n23.wav",24,1,2.294406199,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
11,"L2","audio/r3.wav",1,1,1.728273517,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
11,"L2","audio/r13.wav",2,1,3.012779362,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
11,"L2","audio/r11.wav",3,1,2.662525644,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
11,"L2","audio/r22.wav",4,1,2.328214851,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
11,"L2","audio/r19.wav",5,1,3.53052505,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
11,"L2","audio/r4.wav",6,1,2.361467698,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
11,"L2","audio/r1.wav",7,1,3.547694371,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
11,"L2","audio/r15.wav",8,1,4.566181164,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
11,"L2","audio/r24.wav",9,1,2.4099354,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
11,"L2","audio/r6.wav",10,1,2.228052304,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
11,"L2","audio/r2.wav",11,1,2.04458736,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
11,"L2","audio/r7.wav",12,1,1.275789817,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
11,"L2","audio/r14.wav",13,0,1.609762274,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
11,"L2","audio/r23.wav",14,1,1.543447127,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
11,"L2","audio/r18.wav",15,1,1.677094025,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
11,"L2","audio/r10.wav",16,1,2.344719965,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
11,"L2","audio/r17.wav",17,1,1.643023594,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
11,"L2","audio/r8.wav",18,1,1.55984525,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
11,"L2","audio/r12.wav",19,1,2.328006923,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
11,"L2","audio/r16.wav",20,1,1.793591734,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
11,"L2","audio/r21.wav",21,1,1.626348734,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
11,"L2","audio/r9.wav",22,1,3.146496431,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
11,"L2","audio/r5.wav",23,1,2.428202662,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
11,"L2","audio/r20.wav",24,1,1.443204551,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
12,"L1","audio/n16.wav",1,1,1.142070351,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
12,"L1","audio/n21.wav",2,1,1.458747918,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
12,"L1","audio/n22.wav",3,0,1.778944664,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
12,"L1","audio/n8.wav",4,1,2.661988351,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
12,"L1","audio/n3.wav",5,1,1.99388986,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
12,"L1","audio/n23.wav",6,0,2.194370893,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
12,"L1","audio/n10.wav",7,1,1.659998898,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
12,"L1","audio/n14.wav",8,1,1.40946015,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
12,"L1","audio/n1.wav",9,1,1.342475973,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
12,"L1","audio/n7.wav",10,0,1.978537563,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
12,"L1","audio/n5.wav",11,1,1.492937653,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
12,"L1","audio/n18.wav",12,0,1.476337314,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
12,"L1","audio/n12.wav",13,1,5.017125086,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
12,"L1","audio/n19.wav",14,0,2.478303239,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
12,"L1","audio/n24.wav",15,1,1.375898636,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
12,"L1","audio/n4.wav",16,1,1.409313233,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
12,"L1","audio/n6.wav",17,1,1.20892986,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
12,"L1","audio/n13.wav",18,1,1.843446788,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
12,"L1","audio/n2.wav",19,0,3.597431699,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
12,"L1","audio/n17.wav",20,1,1.893735704,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
12,"L1","audio/n15.wav",21,1,1.960725092,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
12,"L1","audio/n20.wav",22,1,1.994989909,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
12,"L1","audio/n9.wav",23,1,1.69318638,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
12,"L1","audio/n11.wav",24,0,1.760108835,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
12,"L2","audio/r14.wav",1,1,1.359272428,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
12,"L2","audio/r20.wav",2,1,1.058598746,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
12,"L2","audio/r21.wav",3,1,1.073660668,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
12,"L2","audio/r23.wav",4,1,1.225783495,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
12,"L2","audio/r9.wav",5,1,1.409365615,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
12,"L2","audio/r17.wav",6,1,1.27572376,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
12,"L2","audio/r2.wav",7,0,1.709960887,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
12,"L2","audio/r16.wav",8,1,1.160434348,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
12,"L2","audio/r7.wav",9,1,1.008571628,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
12,"L2","audio/r24.wav",10,1,1.476142952,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
12,"L2","audio/r19.wav",11,1,1.392721807,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
12,"L2","audio/r10.wav",12,1,1.359503202,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
12,"L2","audio/r6.wav",13,1,1.309163992,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
12,"L2","audio/r18.wav",14,1,1.309121198,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
12,"L2","audio/r1.wav",15,1,1.609812759,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
